EventID,pathway,Node,DecisionTable,Attribute,Value,Date
312,Path1,Initial_patient_GP_Visit,,,,1977-06-14T00:00:00
312,Path1,Initial_patient_GP_Visit,,NhsNumber,7832003812,1977-06-14T00:00:00
313,Path1,patient_assessment,,,,1977-06-14T00:00:00
314,Path1,test_request,,,,1977-06-14T00:21:00
314,Path1,test_request,,no_attr,,1977-06-14T00:21:00
314,Path1,test_request,,PatientRcorded,TRUE,1977-06-14T00:21:00
315,Path1,Specimen_check,,,,1977-06-14T00:21:00
315,Path1,Specimen_check,,PerformingOrg,"{'Code': 'TKD13', 'DisplayName': 'Midtown District Hospital', 'AddressLine': 'Beckett Street', 'AddressCity': 'Leeds', 'AddressDistrict': 'West YorkShire', 'AddressPostalCode': 'LS9 7TF'}",1977-06-14T00:21:00
315,Path1,Specimen_check,,RequestingHCP,"{'Code': 'G6040649', 'DisplayName': 'Dr Jane Green'}",1977-06-14T00:21:00
315,Path1,Specimen_check,,OrgRequesting,"{'Code': 'D82015', 'DisplayName': 'Manor GP Practice', 'AddressLine': '30/32 Bridge Street', 'AddressCity': 'Downham Market', 'AddressDistrict': 'Norfolk', 'AddressPostalCode': 'PE38 9DH'}",1977-06-14T00:21:00
316,Path1,specimen_ready_for_test,,,,1977-06-14T00:21:00
316,Path1,specimen_ready_for_test,,Request,"{'Code': '26604007', 'DisplayName': 'FBC - Full blood count', 'text': 'FBC'}",1977-06-14T00:21:00
316,Path1,specimen_ready_for_test,,CollectingHCP,"{'Code': 'J7040649', 'DisplayName': 'Alice Jones'}",1977-06-14T00:21:00
316,Path1,specimen_ready_for_test,,OrgCollecting,"{'Code': 'D82015', 'DisplayName': 'Manor GP Practice', 'AddressLine': '30/32 Bridge Street', 'AddressCity': 'Downham Market', 'AddressDistrict': 'Norfolk', 'AddressPostalCode': 'PE38 9DH'}",1977-06-14T00:21:00
316,Path1,specimen_ready_for_test,,Specimen1,"{'Code': '53130003', 'DisplayName': 'Venous blood (substance)'}",1977-06-14T00:21:00
316,Path1,specimen_ready_for_test,,Specimen,"{'Code': '53130003', 'DisplayName': 'Venous blood (substance)'}",1977-06-14T00:21:00
317,Path1,lab_test,,,,1977-06-14T00:21:00
318,Path1,test_report,,,,1977-06-14T00:50:00
318,Path1,test_report,,PerformingHCP,"{'Code': 'J7040649', 'DisplayName': 'Alice Jones'}",1977-06-14T00:50:00
318,Path1,test_report,,obs,"OrderedDict([('id', '13'), ('code', '1111571000000100'), ('DisplayName', 'Haematocrit volume fraction of blood'), ('value', '0.372'), ('unit', 'ratio'), ('unit_code', '{ratio}'), ('system', 'http://unitsofmeasure.org')])",1977-06-14T00:50:00
319,Path1,send_report,,,,1977-06-14T00:50:00
320,Path1,receive_report,,,,1977-06-14T00:50:00
320,Path1,receive_report,,Report,"{'Code': '1028441000000104', 'DisplayName': 'Potassium Level (Observable entity)'}",1977-06-14T00:50:00
321,Path1,GP_checks_report,,,,1977-06-14T00:50:00
322,Path1,inform_patient,,,,1977-06-14T00:50:00
323,Path1,Finish,,,,1977-06-15T00:50:00
323,Path1,Finish,,listing_provided,TRUE,1977-06-15T00:50:00
323,Path1,Finish,,json_provided,TRUE,1977-06-15T00:50:00
324,Path1,Finish,,,,1977-06-15T00:50:00
